Date,NYA,N225,IXIC,GSPTSE,HSI,GDAXI,SSMI,KS11,TWII,SS,SZ,N100,NSEI,JO
2013-12-12,9949.580078,15341.82031,3998.399902,13114.40039,23218.11914,9017.0,7849.620117,1967.930054,8361.330078,2202.795898,8400.650391,768.820007,6237.049805,43252.17188
2013-12-13,9954.839844,15403.11035,4000.97998,13125.7002,23245.96094,9006.459961,7828.910156,1962.910034,8376.94043,2196.074951,8429.820313,766.880005,6168.399902,43185.73047
2013-12-17,9989.080078,15278.62988,4023.679932,13180.2002,23069.23047,9085.120117,7830.97998,1965.73999,8352.929688,2151.079102,8213.429688,769.590027,6139.049805,43848.94922
2013-12-18,10154.2002,15587.79981,4070.060059,13334.7002,23143.82031,9181.75,7881.259766,1974.630005,8349.040039,2148.284912,8236.950195,776.580017,6217.149902,43925.37891
2013-12-19,10151.53027,15859.21973,4058.139893,13392.2002,22888.75,9335.740234,8001.189941,1975.650024,8407.400391,2127.791992,8147.709961,784.849976,6166.649902,44327.83984
2013-12-20,10196.07031,15870.41992,4104.740234,13399.59961,22812.17969,9400.179688,8081.350098,1983.349976,8408.530273,2084.793945,7966.720215,791.619995,6274.25,44574.25
2013-12-27,10353.21973,16178.94043,4156.589844,13588.0,23243.24023,9589.389648,8221.900391,2002.280029,8535.040039,2101.250977,8048.850098,807.22998,6313.799805,45735.26172
2013-12-30,10357.83984,16291.30957,4154.200195,13581.40039,23244.86914,9552.160156,8202.980469,2011.339966,8623.429688,2097.529053,7999.299805,806.359985,6291.100098,46131.28906
2014-01-06,10270.04981,15908.87988,4113.680176,13495.5,22684.15039,9428.0,8272.230469,1953.280029,8500.009766,2045.708984,7818.459961,799.909973,6191.450195,45897.44141
2014-01-07,10327.33008,15814.37012,4153.180176,13596.90039,22712.7793,9506.200195,8319.400391,1959.439941,8512.299805,2047.317017,7806.310059,807.039978,6162.25,45867.51953
2014-01-08,10320.91016,16121.4502,4165.609863,13614.59961,22996.58984,9497.839844,8352.820313,1958.959961,8556.009766,2044.339966,7802.140137,807.900024,6174.600098,45696.96875
2014-01-09,10325.74023,15880.33008,4156.189941,13629.40039,22787.33008,9421.610352,8295.900391,1946.109985,8514.679688,2027.621948,7746.740234,802.73999,6168.350098,45444.58984
2014-01-10,10371.12988,15912.05957,4174.669922,13747.5,22846.25,9473.240234,8365.120117,1938.540039,8529.349609,2013.297974,7648.040039,806.52002,6171.450195,45548.14844
2014-01-14,10343.08008,15422.40039,4183.02002,13692.40039,22791.2793,9540.509766,8384.650391,1946.069946,8548.139648,2026.842041,7665.77002,809.869995,6241.850098,45982.07031
2014-01-15,10385.38965,15808.73047,4214.879883,13772.59961,22902.0,9733.80957,8423.419922,1953.280029,8602.549805,2023.348022,7668.799805,817.590027,6320.899902,46442.44922
2014-01-16,10376.23047,15747.2002,4218.689941,13831.59961,22986.41016,9717.709961,8450.669922,1957.319946,8612.110352,2023.70105,7667.220215,816.23999,6318.899902,46728.46094
2014-01-17,10343.45996,15734.45996,4197.580078,13888.2002,23133.34961,9742.959961,8478.889648,1944.47998,8596.0,2004.948975,7544.569824,816.690002,6261.649902,46675.87891
2014-01-21,10366.00977,15795.95996,4225.759766,13951.79981,23033.11914,9730.120117,8486.370117,1963.890015,8599.900391,2008.312988,7593.430176,816.830017,6313.799805,46889.64063
2014-01-22,10368.88965,15820.95996,4243.0,13988.2002,23082.25,9720.110352,8466.700195,1970.420044,8625.299805,2051.749023,7820.450195,818.380005,6338.950195,47000.94922
2014-01-23,10269.38965,15695.88965,4218.879883,13933.0,22733.90039,9631.040039,8404.980469,1947.589966,8595.099609,2042.180054,7788.470215,811.049988,6345.649902,47045.44141
2014-01-24,10034.44043,15391.55957,4128.169922,13717.79981,22450.06055,9392.019531,8201.5,1940.560059,8598.30957,2054.39209,7855.140137,790.580017,6266.75,46462.14063
2014-01-27,9981.349609,15005.73047,4083.610107,13582.29981,21976.09961,9349.219727,8132.160156,1910.339966,8462.570313,2033.300049,7752.540039,785.950012,6135.850098,45750.69922
2014-02-07,10055.33984,14462.41016,4125.859863,13786.5,21636.84961,9301.919922,8318.599609,1922.5,8387.349609,2044.496948,7616.569824,795.469971,6063.200195,45340.76172
2014-02-10,10050.40039,14718.33984,4148.169922,13794.2002,21579.25977,9289.860352,8324.849609,1923.300049,8391.950195,2086.066895,7812.160156,797.280029,6053.450195,45920.87109
2014-02-12,10173.76953,14800.05957,4201.290039,13900.5,22285.78906,9540.0,8402.410156,1935.839966,8510.870117,2109.955078,7902.080078,810.099976,6084.0,46425.10938
2014-02-13,10228.58008,14534.74023,4240.669922,14001.7002,22165.5293,9596.769531,8383.900391,1926.959961,8467.700195,2098.400879,7857.109863,811.080017,6001.100098,46251.76953
2014-02-14,10282.53027,14313.03027,4244.02002,14054.79981,22298.41016,9662.400391,8417.580078,1940.280029,8513.679688,2115.8479,7883.75,815.909973,6048.350098,46628.73828
2014-02-18,10319.12012,14843.24023,4272.779785,14077.5,22587.7207,9659.780273,8419.919922,1946.910034,8556.230469,2119.065918,7832.470215,816.820007,6127.100098,47112.42969
2014-02-19,10254.24023,14766.53027,4237.950195,14119.7002,22664.51953,9660.049805,8410.629883,1942.930054,8577.009766,2142.553955,7953.939941,818.969971,6152.75,47438.30859
2014-02-20,10316.88965,14449.17969,4267.549805,14210.40039,22394.08008,9618.849609,8383.25,1930.569946,8524.620117,2138.781982,7842.120117,820.409973,6091.450195,47149.35156
2014-02-21,10306.90039,14865.66992,4263.410156,14205.7002,22568.24023,9656.950195,8431.780273,1957.829956,8601.860352,2113.693115,7750.560059,824.27002,6155.450195,47452.23828
2014-02-24,10369.51953,14837.67969,4292.970215,14227.09961,22388.56055,9708.94043,8485.480469,1949.050049,8560.610352,2076.686035,7542.529785,830.669983,6186.100098,47394.0
2014-02-25,10353.78027,15051.59961,4287.589844,14189.0,22317.19922,9699.349609,8506.290039,1964.859985,8575.620117,2034.218994,7303.950195,829.349976,6200.049805,46956.75
2014-02-26,10349.95996,14970.96973,4292.060059,14188.59961,22437.43945,9661.730469,8532.990234,1970.77002,8600.860352,2041.254028,7319.609863,826.570007,6238.799805,47017.19141
2014-03-03,10329.79004,14652.23047,4277.299805,14212.7002,22500.66992,9358.889648,8281.009766,1964.689941,8601.980469,2075.235107,7391.910156,808.669983,6221.450195,47138.32031
2014-03-04,10489.96973,14721.48047,4351.970215,14289.90039,22657.63086,9589.150391,8445.219727,1954.109985,8554.540039,2071.4729,7347.109863,827.099976,6297.950195,47602.69141
2014-03-05,10482.83984,14897.62988,4357.970215,14304.2002,22579.7793,9542.019531,8459.610352,1971.23999,8632.929688,2053.083984,7298.129883,826.539978,6328.649902,47514.80078
2014-03-06,10525.51953,15134.75,4352.129883,14271.90039,22702.9707,9542.870117,8484.209961,1975.619995,8713.790039,2059.577881,7352.029785,830.789978,6401.149902,47819.53125
2014-03-07,10511.91016,15274.07031,4336.220215,14299.09961,22660.49023,9350.75,8378.580078,1974.680054,8713.959961,2057.907959,7328.47998,822.349976,6526.649902,47786.76953
2014-03-10,10486.15039,15120.13965,4334.450195,14302.09961,22264.92969,9265.5,8367.549805,1954.420044,8665.240234,1999.064941,7118.439941,822.77002,6537.25,47322.46094
2014-03-11,10425.63965,15224.11035,4307.189941,14267.2002,22269.60938,9307.790039,8359.509766,1963.869995,8702.330078,2001.156982,7212.569824,821.380005,6511.899902,47612.80859
2014-03-12,10418.99023,14830.38965,4323.330078,14319.0,21901.94922,9188.69043,8310.360352,1932.540039,8684.730469,1997.692017,7217.02002,813.650024,6516.899902,47188.83984
2014-03-13,10297.74023,14815.98047,4260.419922,14245.09961,21756.08008,9017.790039,8205.900391,1934.380005,8747.790039,2019.110962,7319.290039,803.72998,6493.100098,46825.51953
2014-03-14,10285.08008,14327.66016,4245.399902,14227.7002,21539.49023,9056.410156,8114.02002,1919.900024,8687.629883,2004.338989,7239.060059,796.97998,6504.200195,46412.39844
2014-03-18,10441.4502,14411.26953,4333.310059,14369.0,21583.5,9242.549805,8240.070313,1940.209961,8731.94043,2025.196045,7273.950195,813.25,6516.649902,47059.19141
2014-03-19,10359.50977,14462.51953,4307.600098,14334.0,21568.68945,9277.049805,8226.549805,1937.680054,8689.459961,2021.734009,7150.120117,812.369995,6524.049805,46666.53906
2014-03-20,10400.7002,14224.23047,4319.290039,14361.79981,21182.16016,9296.120117,8261.69043,1919.52002,8597.330078,1993.479004,6998.189941,815.5,6483.100098,46508.26953
2014-03-24,10362.05957,14475.29981,4226.390137,14278.59961,21846.44922,9188.769531,8198.019531,1945.550049,8605.379883,2066.279053,7273.759766,807.890015,6583.5,46875.37109
2014-03-25,10417.05957,14423.19043,4234.27002,14299.5,21732.32031,9338.400391,8299.19043,1941.25,8689.299805,2067.311035,7252.350098,818.559998,6589.75,47387.55859
2014-03-26,10359.36035,14477.16016,4173.580078,14184.09961,21887.75,9448.580078,8334.339844,1964.310059,8737.269531,2063.669922,7244.189941,825.789978,6601.399902,47652.89063
2014-03-27,10373.44043,14622.88965,4151.22998,14178.79981,21834.44922,9451.209961,8327.929688,1977.969971,8779.570313,2046.588013,7173.02002,826.630005,6641.75,47380.98047
2014-03-28,10434.87012,14696.03027,4155.759766,14260.7002,22065.5293,9587.19043,8373.230469,1981.0,8774.639648,2041.712036,7165.569824,833.369995,6695.899902,47930.03125
2014-03-31,10527.76953,14827.83008,4198.990234,14335.29981,22151.06055,9555.910156,8453.820313,1985.609985,8849.280273,2033.30603,7189.580078,831.469971,6704.200195,47770.92188
2014-04-01,10584.30957,14791.99023,4268.040039,14380.59961,22448.53906,9603.709961,8457.269531,1991.97998,8873.150391,2047.459961,7281.109863,838.320007,6721.049805,48104.98047
2014-04-02,10616.87012,14946.32031,4276.459961,14459.09961,22523.93945,9623.360352,8508.259766,1997.25,8905.450195,2058.988037,7333.589844,838.919983,6752.549805,48405.89844
2014-04-03,10598.48047,15071.87988,4237.740234,14402.2002,22565.08008,9628.820313,8521.629883,1993.699951,8888.540039,2043.702026,7298.0,840.97998,6736.100098,48231.39063
2014-04-09,10554.94043,14299.69043,4183.899902,14435.59961,22843.16992,9506.349609,8411.429688,1998.949951,8930.570313,2105.237061,7511.25,837.710022,6796.200195,48291.87891
2014-04-10,10366.80957,14300.12012,4054.110107,14308.0,23186.96094,9454.540039,8420.580078,2008.609985,8948.099609,2134.300049,7563.200195,833.179993,6796.399902,48529.87891
2014-04-11,10280.94043,13960.04981,3999.72998,14257.7002,23003.64063,9315.290039,8298.820313,1997.439941,8908.049805,2130.541992,7586.830078,823.590027,6776.299805,48032.41016
2014-04-15,10401.98047,13996.80957,4034.159912,14303.90039,22671.25977,9173.709961,8280.530273,1992.27002,8916.709961,2101.601074,7449.709961,820.539978,6733.100098,47789.76172
2014-04-16,10505.79004,14417.67969,4086.22998,14446.5,22696.00977,9317.820313,8322.700195,1992.209961,8923.820313,2105.12207,7468.459961,831.219971,6675.299805,48139.69141
2014-04-17,10532.83008,14417.53027,4095.52002,14500.40039,22760.24023,9409.709961,8375.080078,1992.050049,8944.160156,2098.88501,7451.040039,834.840027,6779.399902,48362.21875
2014-04-22,10599.01953,14388.76953,4161.459961,14556.0,22730.67969,9600.089844,8461.299805,2004.219971,8974.709961,2072.831055,7391.220215,842.450012,6815.350098,48643.30859
2014-04-23,10581.88965,14546.26953,4126.970215,14533.40039,22509.64063,9544.19043,8443.259766,2000.369995,8956.919922,2067.38208,7434.72998,837.309998,6840.799805,48647.62109
2014-04-25,10505.00977,14429.25977,4075.560059,14533.59961,22223.5293,9401.549805,8374.469727,1971.660034,8774.120117,2036.519043,7323.649902,833.640015,6782.75,48910.89844
2014-04-28,10526.51953,14288.23047,4074.399902,14530.90039,22132.5293,9446.360352,8384.860352,1969.26001,8809.709961,2003.487061,7240.459961,836.059998,6761.25,48934.51172
2014-04-30,10627.16992,14304.11035,4114.560059,14651.90039,22133.9707,9603.230469,8476.660156,1961.790039,8791.44043,2026.358032,7312.859863,841.51001,6696.399902,48870.10156
2014-05-07,10626.83984,14033.4502,4067.669922,14656.40039,21746.25977,9521.299805,8421.650391,1939.880005,8893.219727,2010.083008,7234.689941,836.01001,6652.549805,48880.80859
2014-05-08,10610.65039,14163.78027,4051.5,14546.0,21837.11914,9607.400391,8465.660156,1950.599976,8930.900391,2015.274048,7169.97998,846.169983,6659.850098,49026.94922
2014-05-09,10606.69043,14199.58984,4071.870117,14534.09961,21862.99023,9581.450195,8510.389648,1956.550049,8889.69043,2011.13501,7162.439941,842.330017,6858.799805,48852.44922
2014-05-12,10703.5,14149.51953,4143.859863,14654.90039,22261.60938,9702.459961,8545.120117,1964.939941,8808.610352,2052.871094,7318.140137,847.02002,7014.25,49239.28906
2014-05-13,10702.86035,14425.44043,4130.169922,14679.79981,22352.38086,9754.429688,8543.580078,1982.930054,8817.94043,2050.728027,7310.310059,849.070007,7108.75,49199.69922
2014-05-14,10656.12012,14405.75977,4100.629883,14673.7002,22582.76953,9754.389648,8611.700195,2010.829956,8875.160156,2047.910034,7325.52002,847.130005,7108.75,49632.23047
2014-05-15,10568.37012,14298.20996,4069.290039,14588.90039,22730.85938,9656.049805,8644.740234,2010.199951,8880.650391,2024.973999,7213.77002,838.549988,7123.149902,49454.58984
2014-05-16,10603.17969,14096.58984,4090.590088,14514.7002,22712.91016,9629.099609,8683.620117,2013.439941,8888.450195,2026.504028,7242.169922,840.219971,7203.0,49159.76953
2014-05-20,10541.9502,14075.25,4096.890137,14525.2002,22834.67969,9639.080078,8635.610352,2011.26001,8887.790039,2008.119019,7151.180176,841.109985,7275.5,49617.0
2014-05-21,10620.44043,14042.16992,4131.540039,14649.90039,22836.51953,9697.870117,8655.900391,2008.329956,8862.419922,2024.95105,7204.649902,844.049988,7252.899902,49648.12109
2014-05-22,10644.51953,14337.79004,4154.339844,14702.29981,22953.75977,9720.910156,8693.980469,2015.589966,8969.629883,2021.285034,7183.680176,845.679993,7276.399902,49891.35938
2014-05-23,10681.87012,14462.16992,4185.810059,14708.09961,22965.85938,9768.009766,8703.839844,2017.170044,9008.219727,2034.56897,7240.919922,847.679993,7367.100098,49952.69141
2014-05-27,10720.62012,14636.51953,4237.069824,14658.0,22944.30078,9940.820313,8710.379883,1997.630005,9055.290039,2034.564941,7260.120117,853.47998,7318.0,49824.44922
2014-05-28,10702.73047,14670.9502,4225.080078,14611.0,23080.0293,9939.169922,8706.5,2017.060059,9121.709961,2050.228027,7380.689941,853.51001,7329.649902,49690.57813
2014-05-30,10756.30957,14632.37988,4242.620117,14604.2002,23081.65039,9943.269531,8674.519531,1994.959961,9075.910156,2039.212036,7364.830078,852.190002,7229.950195,49632.69922
2014-06-03,10770.33008,15034.25,4234.080078,14734.7002,23291.03906,9919.740234,8661.200195,2008.560059,9123.459961,2038.305054,7321.52002,850.140015,7415.850098,49936.53906
2014-06-05,10847.69043,15079.37012,4296.22998,14800.2002,23109.66016,9947.830078,8643.280273,1995.47998,9140.719727,2040.878052,7303.640137,857.159973,7474.100098,50000.42969
2014-06-10,10914.2002,14994.79981,4338.0,14904.40039,23315.74023,10028.79981,8752.860352,2011.800049,9222.370117,2052.531982,7341.660156,867.799988,7656.399902,50736.42188
2014-06-11,10872.69043,15069.48047,4331.930176,14892.09961,23257.28906,9949.80957,8712.089844,2014.670044,9229.799805,2054.947998,7340.689941,861.349976,7626.850098,50659.44141
2014-06-12,10825.03027,14973.53027,4297.629883,14909.59961,23175.01953,9938.700195,8670.980469,2011.650024,9204.650391,2051.712891,7299.810059,861.969971,7649.899902,50596.17188
2014-06-13,10856.21973,15097.83984,4310.649902,15001.59961,23319.16992,9912.870117,8653.759766,1990.849976,9196.389648,2070.715088,7401.350098,859.47998,7542.100098,50763.71094
2014-06-16,10863.21973,14933.29004,4321.100098,15040.40039,23300.66992,9883.980469,8663.589844,1993.589966,9202.929688,2085.98291,7416.990234,854.030029,7533.549805,50596.17188
2014-06-17,10886.00977,14975.96973,4337.22998,15055.90039,23203.58984,9920.320313,8667.790039,2001.550049,9240.599609,2066.697998,7331.370117,858.530029,7631.700195,50911.05078
2014-06-18,10975.54004,15115.79981,4362.839844,15109.29981,23181.7207,9930.330078,8657.269531,1989.48999,9279.929688,2055.519043,7297.399902,858.349976,7558.200195,50693.94922
2014-06-19,11003.08008,15361.16016,4359.330078,15112.2002,23167.73047,10004.0,8674.370117,1992.030029,9316.80957,2023.734985,7180.319824,862.820007,7540.700195,51263.5
2014-06-20,11018.11035,15349.41992,4368.040039,15109.0,23194.06055,9987.240234,8701.610352,1968.069946,9273.790039,2026.67395,7195.689941,860.76001,7511.450195,51322.67188
2014-06-23,11014.08984,15369.28027,4368.680176,15105.59961,22804.81055,9920.919922,8644.570313,1974.920044,9228.349609,2024.36499,7192.870117,855.140015,7493.350098,51058.26953
2014-06-24,10921.99023,15376.24023,4350.350098,14962.40039,22880.64063,9938.080078,8673.269531,1994.349976,9246.200195,2033.93103,7240.850098,854.659973,7580.200195,50890.92188
2014-06-25,10962.87012,15266.61035,4379.759766,14974.7002,22866.69922,9867.75,8581.959961,1981.77002,9242.160156,2025.501953,7217.649902,844.919983,7569.25,50350.60938
2014-06-26,10949.4502,15308.49023,4379.049805,15030.7002,23197.83008,9804.900391,8541.280273,1995.050049,9320.94043,2038.677002,7291.879883,842.559998,7493.200195,50761.82031
2014-06-27,10974.42969,15095.0,4397.930176,15094.29981,23221.51953,9815.169922,8562.110352,1988.51001,9306.830078,2036.51001,7312.620117,842.349976,7508.799805,50625.37109
2014-06-30,10979.41992,15162.09961,4408.180176,15146.0,23190.7207,9833.070313,8554.519531,2002.209961,9393.070313,2048.326904,7343.279785,840.880005,7611.350098,50945.26172
2014-07-02,11050.33984,15369.96973,4457.72998,15209.79981,23549.61914,9911.269531,8607.200195,2015.280029,9484.959961,2059.417969,7310.379883,845.77002,7725.149902,51883.71094
2014-07-03,11104.71973,15348.29004,4485.930176,15207.09961,23531.43945,10029.42969,8694.320313,2010.969971,9526.230469,2063.229004,7335.540039,853.700012,7714.799805,51918.44141
2014-07-07,11035.80957,15379.44043,4451.529785,15172.90039,23540.91992,9906.070313,8612.769531,2005.119995,9520.200195,2059.927002,7321.52002,840.710022,7787.149902,51877.10938
2014-07-08,10963.16016,15314.41016,4391.459961,15137.2002,23541.38086,9772.669922,8554.509766,2006.660034,9530.980469,2064.020996,7358.330078,829.799988,7623.200195,51608.32813
2014-07-09,11005.5,15302.65039,4419.029785,15215.2002,23176.07031,9808.200195,8539.709961,2000.5,9489.980469,2038.612061,7192.709961,831.5,7585.0,51401.46094
2014-07-10,10941.33984,15216.46973,4396.200195,15114.5,23238.99023,9659.129883,8474.230469,2002.839966,9565.120117,2038.342041,7159.629883,820.75,7567.75,50994.46094
2014-07-11,10936.34961,15164.04004,4415.490234,15125.5,23233.44922,9666.339844,8468.519531,1988.73999,9495.839844,2046.96106,7206.970215,822.359985,7459.600098,51161.32813
2014-07-14,10991.46973,15296.82031,4440.419922,15171.2002,23346.66992,9783.009766,8565.669922,1993.880005,9520.299805,2066.645996,7278.859863,828.460022,7454.149902,51540.87891
2014-07-15,10965.62988,15395.16016,4416.390137,15081.29981,23459.96094,9719.410156,8574.320313,2012.719971,9569.169922,2070.356934,7304.410156,822.109985,7526.649902,51735.28906
2014-07-16,11017.87012,15379.29981,4425.970215,15226.29981,23523.2793,9859.269531,8617.070313,2013.47998,9484.730469,2067.275879,7261.910156,833.030029,7624.399902,52076.89844
2014-07-17,10890.44043,15370.25977,4363.450195,15204.5,23520.86914,9753.879883,8548.080078,2020.900024,9408.240234,2055.591064,7194.740234,824.01001,7640.450195,51789.73828
2014-07-18,10985.91992,15215.70996,4432.149902,15266.59961,23454.78906,9720.019531,8511.429688,2019.420044,9400.969727,2059.066895,7259.450195,826.01001,7663.899902,51695.05078
2014-07-22,11016.24023,15343.28027,4456.02002,15315.09961,23782.10938,9734.330078,8594.209961,2028.930054,9499.360352,2075.480957,7372.649902,832.599976,7767.850098,51931.32813
2014-07-23,11023.90039,15328.55957,4473.700195,15394.40039,23971.86914,9753.55957,8605.099609,2028.319946,9499.360352,2078.489014,7375.310059,834.299988,7795.75,51910.92188
2014-07-24,11038.55957,15284.41992,4472.109863,15394.5,24141.5,9794.05957,8637.009766,2026.619995,9527.540039,2105.062012,7503.399902,839.869995,7830.600098,51621.51953
2014-07-25,10985.80957,15457.87012,4449.560059,15455.0,24216.00977,9644.009766,8571.480469,2033.849976,9439.290039,2126.614014,7578.120117,826.929993,7790.450195,51550.17188
2014-07-28,10987.24023,15529.40039,4444.910156,15445.2002,24428.63086,9598.169922,8530.089844,2048.810059,9420.179688,2177.947998,7808.660156,827.590027,7748.700195,51927.57031
2014-07-30,10929.79004,15646.23047,4462.899902,15524.79981,24732.21094,9593.679688,8497.379883,2082.610107,9447.019531,2181.24292,7853.22998,824.059998,7791.399902,51770.58984
2014-07-31,10726.42969,15620.76953,4369.77002,15330.7002,24756.84961,9407.480469,8410.269531,2076.120117,9315.849609,2201.562012,7956.910156,814.840027,7721.299805,51396.07031
2014-08-05,10657.32031,15320.30957,4352.839844,15187.7002,24648.25977,9189.740234,8342.040039,2066.26001,9141.44043,2219.945068,8007.759766,809.26001,7746.549805,51349.10938
2014-08-06,10653.41992,15159.79004,4355.049805,15202.09961,24584.13086,9130.040039,8290.160156,2060.72998,9143.969727,2217.465088,7995.5,804.77002,7672.049805,51091.80078
2014-08-07,10583.79004,15232.37012,4334.970215,15118.40039,24387.56055,9038.969727,8306.75,2054.51001,9131.44043,2187.668945,7872.950195,796.049988,7649.25,50674.60938
2014-08-08,10691.09961,14778.37012,4370.899902,15196.29981,24331.41016,9009.320313,8274.650391,2031.099976,9085.959961,2194.425049,7885.330078,792.320007,7568.549805,50669.94922
2014-08-11,10722.79004,15130.51953,4401.330078,15261.59961,24646.01953,9180.740234,8329.860352,2039.369995,9172.910156,2224.654053,8009.740234,802.950012,7625.950195,51523.26953
2014-08-12,10705.78027,15161.30957,4389.25,15274.2002,24689.41016,9069.469727,8329.799805,2041.469971,9163.120117,2221.594971,7966.890137,798.23999,7727.049805,51449.01172
2014-08-13,10756.17969,15213.62988,4434.129883,15262.7002,24890.33984,9198.879883,8388.709961,2062.360107,9231.30957,2222.876953,7980.490234,802.52002,7739.549805,51266.51172
2014-08-14,10802.62988,15314.57031,4453.0,15291.2002,24801.35938,9225.099609,8430.099609,2063.219971,9230.610352,2206.466064,7893.899902,804.859985,7791.700195,51073.89844
2014-08-18,10886.50977,15322.59961,4508.310059,15338.5,24955.46094,9245.330078,8453.589844,2053.129883,9141.30957,2239.466064,8045.859863,811.799988,7874.25,51572.19141
2014-08-19,10929.66016,15449.79004,4527.509766,15477.2002,25122.94922,9334.280273,8525.379883,2071.139893,9243.780273,2245.330078,8043.25,816.719971,7897.5,51363.37109
2014-08-20,10949.48047,15454.4502,4526.47998,15562.0,25159.75977,9314.570313,8527.910156,2072.780029,9288.049805,2240.210938,8023.069824,815.599976,7875.299805,51436.58984
2014-08-21,10982.83008,15586.2002,4532.100098,15556.09961,24994.09961,9401.530273,8570.0,2044.209961,9253.379883,2230.458008,8010.709961,822.97998,7891.100098,51443.42969
2014-08-22,10947.33008,15539.19043,4538.549805,15535.59961,25112.23047,9339.169922,8554.160156,2056.699951,9380.099609,2240.812012,8059.399902,817.880005,7913.200195,51197.16016
2014-08-25,11005.36035,15613.25,4557.350098,15598.7002,25166.91016,9510.139648,8611.580078,2060.889893,9390.620117,2229.273926,7934.810059,831.289978,7906.299805,51437.57813
2014-08-26,11025.37012,15521.21973,4570.640137,15619.2002,25074.5,9588.150391,8673.290039,2068.050049,9393.959961,2207.105957,7813.97998,838.940002,7904.75,51729.67969
2014-08-27,11037.88965,15534.82031,4569.620117,15602.7002,24918.75,9569.709961,8669.799805,2074.929932,9485.589844,2209.465088,7841.069824,839.780029,7936.049805,51610.42188
2014-08-28,11009.7002,15459.86035,4557.700195,15558.2002,24741.0,9462.55957,8622.230469,2075.76001,9478.370117,2195.818115,7743.540039,834.849976,7954.350098,51133.12891
2014-09-02,11038.12012,15668.59961,4598.189941,15619.09961,24749.01953,9507.019531,8757.320313,2051.580078,9399.719727,2266.045898,8043.310059,837.799988,8083.049805,51462.57031
2014-09-03,11063.54981,15728.34961,4572.560059,15657.59961,25317.94922,9626.490234,8803.570313,2051.199951,9450.349609,2288.626953,8115.870117,844.130005,8114.600098,51793.64844
2014-09-04,11030.40039,15676.17969,4562.290039,15576.79981,25297.91992,9724.259766,8834.75,2056.26001,9428.889648,2306.862061,8176.569824,856.580017,8095.950195,52081.21875
2014-09-05,11073.41016,15668.67969,4582.899902,15569.90039,25240.15039,9747.019531,8788.769531,2049.409912,9407.94043,2326.431885,8214.530273,855.369995,8086.850098,51789.39844
2014-09-11,10975.99023,15909.2002,4591.810059,15534.29981,24662.64063,9691.280273,8829.009766,2034.160034,9322.950195,2311.678955,8117.919922,847.409973,8085.700195,51230.89063
2014-09-12,10911.38965,15948.29004,4567.600098,15531.59961,24595.32031,9651.129883,8795.929688,2041.859985,9223.179688,2331.949951,8146.990234,846.530029,8105.5,51247.71094
2014-09-16,10980.13965,15911.53027,4552.759766,15510.5,24136.00977,9632.929688,8804.44043,2042.920044,9133.400391,2296.554932,7921.069824,843.219971,7932.899902,51178.07031
2014-09-17,10973.74023,15888.66992,4562.189941,15458.90039,24376.41016,9661.5,8825.610352,2062.610107,9195.169922,2307.893066,7981.819824,845.820007,7975.5,51173.03125
2014-09-18,11024.05957,16067.57031,4593.430176,15465.5,24168.7207,9798.129883,8830.490234,2047.73999,9237.030273,2315.927979,8004.569824,852.450012,8114.75,51547.01953
2014-09-19,10989.57031,16321.16992,4579.790039,15265.40039,24306.16016,9799.259766,8840.169922,2053.820068,9240.450195,2329.450928,8047.25,853.409973,8121.450195,51462.42188
2014-09-22,10892.63965,16205.90039,4527.689941,15129.0,23955.49023,9749.540039,8817.519531,2039.27002,9134.650391,2289.865967,7895.870117,849.659973,8146.299805,50485.53125
2014-09-24,10885.59961,16167.4502,4555.220215,15120.5,23921.60938,9661.969727,8797.169922,2035.640015,9098.490234,2343.574951,8100.220215,844.440002,8002.399902,50485.53125
2014-09-25,10722.20996,16374.13965,4466.75,14893.59961,23768.13086,9510.009766,8772.759766,2034.109985,9011.589844,2345.103027,8076.509766,835.190002,7911.850098,49503.55078
2014-09-26,10798.87988,16229.86035,4512.189941,15026.79981,23678.41016,9490.549805,8774.360352,2031.640015,8989.820313,2347.718018,8072.879883,840.48999,7968.850098,49663.64063
2014-09-29,10749.04981,16310.63965,4505.850098,14976.90039,23229.21094,9422.910156,8776.730469,2026.599976,8960.759766,2357.710938,8082.850098,835.809998,7958.899902,49371.12109
2014-09-30,10702.92969,16173.51953,4493.390137,14960.5,22932.98047,9474.299805,8835.139648,2020.089966,8966.919922,2363.870117,8080.350098,844.219971,7964.799805,49336.30859
2014-10-08,10645.66992,15595.98047,4468.589844,14666.5,23263.33008,8995.330078,8517.290039,1965.25,8955.179688,2382.793945,8183.649902,802.969971,7842.700195,48033.62109
2014-10-14,10185.91016,14936.50977,4227.169922,14036.7002,23047.9707,8825.209961,8338.009766,1929.25,8768.389648,2359.475098,8139.959961,787.880005,7864.0,47686.85156
2014-10-16,10123.73047,14738.37988,4217.390137,14053.0,22900.93945,8582.900391,8057.540039,1918.829956,8633.69043,2356.499023,8110.689941,755.0,7748.200195,46881.12109
2014-10-17,10250.54004,14532.50977,4258.439941,14227.7002,23023.21094,8850.269531,8250.099609,1900.660034,8512.879883,2341.184082,8151.52002,777.349976,7779.700195,47836.69141
2014-10-20,10327.33984,15111.23047,4316.069824,14337.79981,23070.25977,8717.759766,8283.30957,1930.060059,8663.139648,2356.728027,8204.200195,771.200012,7879.399902,47599.25
